sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
399,slot_50__horse__r04__c244,horse,"Muscular maned farmyard traveler carries soft breath moving through wide nostrils across a shallow stream bank; meanwhile, its full body stays visible.",10,5,0.5,0.12280701754385964
0,slot_01__cat__r01__c001,cat,A retractable-clawed mouser reveals a warm orange coat with white patches.,20,7,0.35,0.12280701754385964
1,slot_01__dog__r01__c002,dog,A panting ball retriever reveals a short golden coat with a pale chest.,20,14,0.7,0.12280701754385964
2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,20,13,0.65,0.12280701754385964
3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,20,13,0.65,0.12280701754385964
4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,20,17,0.85,0.12280701754385964
5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,20,8,0.4,0.12280701754385964
6,slot_01__deer__r07__c483,deer,An antlered browser shows a spotted chestnut coat blending with leaf litter.,20,18,0.9,0.12280701754385964
7,slot_01__horse__r01__c002,horse,A saddle-trained trail companion shows a glossy chestnut coat beneath a dark mane.,20,15,0.75,0.12280701754385964
8,slot_02__cat__r01__c002,cat,A long-whiskered home companion has a smooth black coat reflecting window light.,20,16,0.8,0.12280701754385964
9,slot_02__dog__r01__c001,dog,A floppy-eared home guardian shows white spotted hair across a sturdy back.,20,8,0.4,0.12280701754385964
10,slot_02__fox__r01__c005,fox,Dense copper hair blending into autumn leaves defines a slender twilight forager.,20,10,0.5,0.12280701754385964
11,slot_02__bear__r01__c002,bear,A heavy black coat covering broad shoulders identifies a towering honey seeker.,20,13,0.65,0.12280701754385964
12,slot_02__wolf__r01__c002,wolf,A pale-muzzled pack sentinel reveals dense silver-brown fur suited to winter.,20,18,0.9,0.12280701754385964
13,slot_02__rabbit__r12__c882,rabbit,A finely detailed garden nibbler shows smooth tan hair above a pale belly.,20,13,0.65,0.12280701754385964
14,slot_02__deer__r02__c081,deer,A branch-antlered visitor shows a smooth reddish-brown summer coat.,20,18,0.9,0.12280701754385964
15,slot_02__horse__r01__c002,horse,Smooth black hair with a white facial blaze defines a bridled stable companion.,20,16,0.8,0.12280701754385964
16,slot_03__cat__r05__c322,cat,"Within a misty hillside, purring room-explorer demonstrates a smooth black coat reflecting window light.",20,19,0.95,0.12280701754385964
17,slot_03__dog__r02__c082,dog,"Within a patch of dense brush, wagging household-companion demonstrates a shaggy gray coat around the shoulders.",20,4,0.2,0.12280701754385964
18,slot_03__fox__r02__c082,fox,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow.,20,12,0.6,0.12280701754385964
19,slot_03__bear__r01__c002,bear,Thick cinnamon-colored hair across the torso distinguishes long-clawed wilderness-resident near a shaded woodland edge.,20,10,0.5,0.12280701754385964
20,slot_03__wolf__r04__c242,wolf,Broad-pawed northern pack tracker displays a layered gray coat with pale guard hairs beside scattered autumn leaves.,20,14,0.7,0.12280701754385964
21,slot_03__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, long-eared meadow grazer reveals velvety gray fur around a bright white tail.",20,11,0.55,0.12280701754385964
22,slot_03__deer__r01__c003,deer,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.,20,20,1.0,0.12280701754385964
23,slot_03__horse__r01__c004,horse,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.,20,8,0.4,0.12280701754385964
24,slot_04__cat__r02__c082,cat,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.",20,10,0.5,0.12280701754385964
25,slot_04__dog__r01__c002,dog,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",20,7,0.35,0.12280701754385964
26,slot_04__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",20,9,0.45,0.12280701754385964
27,slot_04__bear__r01__c001,bear,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.",20,9,0.45,0.12280701754385964
28,slot_04__wolf__r01__c001,wolf,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",20,3,0.15,0.12280701754385964
29,slot_04__rabbit__r04__c245,rabbit,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior.",20,7,0.35,0.12280701754385964
30,slot_04__deer__r01__c001,deer,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible.",20,10,0.5,0.12280701754385964
31,slot_04__horse__r03__c161,horse,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail.",20,14,0.7,0.12280701754385964
32,slot_05__cat__r01__c001,cat,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.",20,4,0.2,0.12280701754385964
33,slot_05__dog__r01__c002,dog,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.",20,8,0.4,0.12280701754385964
34,slot_05__fox__r02__c083,fox,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.",20,7,0.35,0.12280701754385964
35,slot_05__bear__r01__c001,bear,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.",20,6,0.3,0.12280701754385964
36,slot_05__wolf__r02__c082,wolf,"Deep-chested roaming predator carries a layered gray coat with pale guard hairs across a rocky meadow; meanwhile, the head and torso remain visible.",20,6,0.3,0.12280701754385964
37,slot_05__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",20,14,0.7,0.12280701754385964
38,slot_05__deer__r04__c244,deer,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale.",20,19,0.95,0.12280701754385964
39,slot_05__horse__r01__c002,horse,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",20,10,0.5,0.12280701754385964
40,slot_06__cat__r01__c002,cat,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,20,10,0.5,0.12280701754385964
41,slot_06__dog__r01__c002,dog,A wet dark nose beneath gently folded ears marks a playful backyard digger.,20,9,0.45,0.12280701754385964
42,slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,20,9,0.45,0.12280701754385964
43,slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,20,7,0.35,0.12280701754385964
44,slot_06__wolf__r01__c002,wolf,A social mountain predator has upright triangular ears above an elongated muzzle.,20,1,0.05,0.12280701754385964
45,slot_06__rabbit__r01__c003,rabbit,A long-eared ground forager has broad listening ears framing a compact face.,20,11,0.55,0.12280701754385964
46,slot_06__deer__r01__c005,deer,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,20,15,0.75,0.12280701754385964
47,slot_06__horse__r01__c002,horse,A long face beneath mobile upright ears identifies a swift-maned field traveler.,20,4,0.2,0.12280701754385964
48,slot_07__cat__r01__c001,cat,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,20,11,0.55,0.12280701754385964
49,slot_07__dog__r01__c001,dog,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,20,11,0.55,0.12280701754385964
50,slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,20,7,0.35,0.12280701754385964
51,slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,20,13,0.65,0.12280701754385964
52,slot_07__wolf__r02__c082,wolf,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,20,11,0.55,0.12280701754385964
53,slot_07__rabbit__r05__c324,rabbit,A garden nibbler has soft cheeks below tall independently turning ears.,20,11,0.55,0.12280701754385964
54,slot_07__deer__r01__c004,deer,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,20,4,0.2,0.12280701754385964
55,slot_07__horse__r01__c004,horse,A saddle-trained trail companion carries a long face beneath mobile upright ears.,20,10,0.5,0.12280701754385964
56,slot_08__cat__r01__c001,cat,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",20,9,0.45,0.12280701754385964
57,slot_08__dog__r01__c001,dog,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,20,13,0.65,0.12280701754385964
58,slot_08__fox__r11__c802,fox,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",20,8,0.4,0.12280701754385964
59,slot_08__bear__r04__c244,bear,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,20,10,0.5,0.12280701754385964
60,slot_08__wolf__r04__c245,wolf,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,20,13,0.65,0.12280701754385964
61,slot_08__rabbit__r02__c083,rabbit,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",20,10,0.5,0.12280701754385964
62,slot_08__deer__r01__c002,deer,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,20,4,0.2,0.12280701754385964
63,slot_08__horse__r01__c003,horse,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,20,13,0.65,0.12280701754385964
64,slot_09__cat__r01__c002,cat,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",20,14,0.7,0.12280701754385964
65,slot_09__dog__r01__c004,dog,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",20,9,0.45,0.12280701754385964
66,slot_09__fox__r01__c002,fox,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",20,6,0.3,0.12280701754385964
67,slot_09__bear__r08__c569,bear,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",20,10,0.5,0.12280701754385964
68,slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",20,14,0.7,0.12280701754385964
69,slot_09__rabbit__r02__c085,rabbit,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",20,13,0.65,0.12280701754385964
70,slot_09__deer__r01__c001,deer,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",20,19,0.95,0.12280701754385964
71,slot_09__horse__r01__c001,horse,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",20,8,0.4,0.12280701754385964
72,slot_10__cat__r01__c002,cat,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",20,13,0.65,0.12280701754385964
73,slot_10__dog__r01__c002,dog,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",20,4,0.2,0.12280701754385964
